time,sip,dip,reqmethod,respcode,host,url,uri,action,bytes_out,bytes_in
2025-09-11 19:23:35+00:00,196.219.194.115,121.11.60.25,CONNECT,500,video.example.tv,https://video.example.tv/search?q=test,/search?q=test,allowed,23717,56276
2025-09-11 08:19:35+00:00,142.51.48.11,18.231.69.206,GET,403,news.example.net,https://news.example.net/login,/login,blocked,24407,51002
2025-09-11 09:59:35+00:00,134.5.21.206,180.197.52.31,POST,400,video.example.tv,https://video.example.tv/api/v1/items,/api/v1/items,allowed,27381,227
2025-09-11 17:11:35+00:00,88.229.252.211,170.56.254.190,POST,200,example.com,https://example.com/,/,blocked,19235,27652
2025-09-11 18:46:35+00:00,160.223.174.252,93.40.19.252,CONNECT,403,search.example.org,https://search.example.org/,/,blocked,34876,93966
2025-09-11 18:14:35+00:00,53.193.22.40,14.95.248.142,CONNECT,404,search.example.org,https://search.example.org/api/v1/items,/api/v1/items,blocked,34136,46601
2025-09-11 14:07:35+00:00,158.196.232.236,187.249.70.42,CONNECT,301,video.example.tv,https://video.example.tv/,/,blocked,35712,30434
2025-09-11 17:55:35+00:00,165.123.129.174,224.174.8.247,POST,403,news.example.net,https://news.example.net/api/v1/items,/api/v1/items,allowed,48530,17550
2025-09-11 13:48:35+00:00,140.232.117.33,62.150.16.234,GET,500,video.example.tv,https://video.example.tv/api/v1/items,/api/v1/items,allowed,21200,84927
2025-09-11 14:53:35+00:00,161.142.92.98,115.177.33.67,GET,403,news.example.net,https://news.example.net/search?q=test,/search?q=test,blocked,22508,84737
2025-09-11 17:47:35+00:00,185.215.254.160,50.203.46.16,POST,200,video.example.tv,https://video.example.tv/api/v1/items,/api/v1/items,blocked,47829,45631
2025-09-11 19:28:35+00:00,220.110.170.195,167.167.253.94,POST,401,news.example.net,https://news.example.net/search?q=test,/search?q=test,allowed,38569,98172
2025-09-11 07:48:35+00:00,106.200.212.213,44.61.244.116,GET,401,news.example.net,https://news.example.net/login,/login,blocked,43848,35295
2025-09-11 07:27:35+00:00,128.120.121.196,70.182.231.70,GET,302,news.example.net,https://news.example.net/,/,allowed,6572,24470
2025-09-11 14:01:35+00:00,221.55.248.164,88.153.194.86,POST,400,search.example.org,https://search.example.org/login,/login,blocked,24302,6346
2025-09-11 19:58:35+00:00,134.158.87.129,200.169.33.156,POST,502,search.example.org,https://search.example.org/search?q=test,/search?q=test,blocked,15531,8113
2025-09-11 08:51:35+00:00,238.239.31.248,125.175.124.190,CONNECT,400,news.example.net,https://news.example.net/login,/login,allowed,18758,94248
2025-09-11 21:03:35+00:00,37.15.58.19,122.163.89.160,GET,401,video.example.tv,https://video.example.tv/search?q=test,/search?q=test,blocked,756,79687
2025-09-11 12:41:35+00:00,211.34.69.3,118.215.199.169,POST,404,news.example.net,https://news.example.net/,/,blocked,47222,83555
2025-09-11 08:57:35+00:00,216.38.169.231,196.15.74.126,POST,401,video.example.tv,https://video.example.tv/api/v1/items,/api/v1/items,allowed,44591,14224
2025-09-11 15:16:35+00:00,145.174.117.183,26.197.153.114,GET,200,news.example.net,https://news.example.net/login,/login,blocked,3408,74169
2025-09-11 14:42:35+00:00,193.37.120.113,100.16.30.171,GET,400,video.example.tv,https://video.example.tv/,/,allowed,25591,18137
2025-09-11 14:45:35+00:00,249.35.85.212,29.24.36.153,CONNECT,502,news.example.net,https://news.example.net/api/v1/items,/api/v1/items,allowed,48854,27045
2025-09-11 21:04:35+00:00,194.37.76.186,194.44.178.12,POST,404,video.example.tv,https://video.example.tv/index.html,/index.html,blocked,9754,48101
2025-09-11 12:38:35+00:00,74.80.207.105,71.203.248.28,CONNECT,500,example.com,https://example.com/,/,allowed,46633,74075
2025-09-11 21:34:35+00:00,19.246.24.117,20.214.49.227,GET,400,video.example.tv,https://video.example.tv/,/,blocked,1932,81247
2025-09-11 18:20:35+00:00,17.132.56.34,95.162.173.177,POST,404,search.example.org,https://search.example.org/,/,allowed,35763,1238
2025-09-11 15:49:35+00:00,1.135.234.87,202.63.208.117,GET,200,search.example.org,https://search.example.org/,/,blocked,4186,2810
2025-09-11 12:54:35+00:00,29.2.201.98,235.119.112.158,CONNECT,500,video.example.tv,https://video.example.tv/search?q=test,/search?q=test,allowed,2699,14502
2025-09-11 14:21:35+00:00,199.195.135.154,247.188.196.107,POST,500,news.example.net,https://news.example.net/index.html,/index.html,blocked,19974,79371
2025-09-11 18:33:35+00:00,118.234.145.143,242.151.140.46,GET,401,video.example.tv,https://video.example.tv/search?q=test,/search?q=test,blocked,22698,90793
2025-09-11 10:48:35+00:00,149.80.80.57,142.127.227.141,POST,301,video.example.tv,https://video.example.tv/api/v1/items,/api/v1/items,blocked,4585,30375
2025-09-11 15:11:35+00:00,107.217.163.247,130.113.84.115,POST,401,video.example.tv,https://video.example.tv/search?q=test,/search?q=test,blocked,45965,41427
2025-09-11 10:07:35+00:00,188.226.92.120,180.149.123.22,GET,401,search.example.org,https://search.example.org/search?q=test,/search?q=test,allowed,30122,78955
2025-09-11 12:03:35+00:00,227.63.205.126,186.64.56.20,GET,401,video.example.tv,https://video.example.tv/index.html,/index.html,allowed,20502,8305
2025-09-11 11:12:35+00:00,253.158.80.72,197.22.49.160,CONNECT,403,video.example.tv,https://video.example.tv/search?q=test,/search?q=test,allowed,29409,52794
2025-09-11 19:46:35+00:00,204.154.59.214,136.38.18.71,POST,302,search.example.org,https://search.example.org/search?q=test,/search?q=test,blocked,34142,76515
2025-09-11 22:14:35+00:00,130.148.247.241,61.2.200.165,GET,502,search.example.org,https://search.example.org/index.html,/index.html,blocked,3796,47366
2025-09-11 10:41:35+00:00,161.101.224.28,93.3.220.25,GET,400,video.example.tv,https://video.example.tv/login,/login,blocked,3549,54763
2025-09-11 21:22:35+00:00,132.114.68.163,40.206.94.107,POST,404,news.example.net,https://news.example.net/index.html,/index.html,blocked,27227,99768
2025-09-11 21:59:35+00:00,166.101.25.80,99.227.42.141,CONNECT,400,example.com,https://example.com/search?q=test,/search?q=test,blocked,14381,93466
2025-09-11 23:47:35+00:00,84.216.37.43,108.194.212.169,POST,401,video.example.tv,https://video.example.tv/index.html,/index.html,allowed,3535,99905
2025-09-11 08:04:35+00:00,220.50.241.88,177.64.239.194,POST,302,example.com,https://example.com/search?q=test,/search?q=test,allowed,23166,8379
2025-09-11 16:15:35+00:00,69.83.32.214,159.101.126.140,POST,500,video.example.tv,https://video.example.tv/,/,allowed,5241,89097
2025-09-11 23:38:35+00:00,1.92.202.16,143.90.4.171,GET,400,example.com,https://example.com/login,/login,blocked,31504,82576
2025-09-11 18:14:35+00:00,46.31.172.156,128.1.251.175,POST,401,news.example.net,https://news.example.net/login,/login,allowed,28491,37904
2025-09-11 14:24:35+00:00,52.100.125.108,131.166.242.197,POST,404,video.example.tv,https://video.example.tv/login,/login,blocked,43295,40178
2025-09-11 13:00:35+00:00,140.73.150.243,84.250.177.39,POST,200,example.com,https://example.com/index.html,/index.html,blocked,33879,24207
2025-09-11 18:20:35+00:00,109.146.4.49,15.209.181.225,GET,401,video.example.tv,https://video.example.tv/,/,blocked,48381,95671
2025-09-11 17:22:35+00:00,60.254.1.254,161.143.8.48,CONNECT,302,video.example.tv,https://video.example.tv/api/v1/items,/api/v1/items,allowed,14227,15007
2025-09-11 07:39:35+00:00,2.244.170.248,70.150.174.236,POST,301,example.com,https://example.com/api/v1/items,/api/v1/items,blocked,48308,91959
2025-09-11 22:09:35+00:00,220.233.178.72,26.175.110.81,POST,404,video.example.tv,https://video.example.tv/api/v1/items,/api/v1/items,blocked,30086,12568
2025-09-11 21:26:35+00:00,17.183.62.57,231.150.140.145,GET,200,example.com,https://example.com/,/,allowed,18487,1064
2025-09-11 15:13:35+00:00,11.83.111.42,68.76.216.211,CONNECT,301,video.example.tv,https://video.example.tv/login,/login,blocked,29060,67811
2025-09-11 11:05:35+00:00,250.192.242.253,11.222.235.153,POST,401,news.example.net,https://news.example.net/,/,blocked,36939,54965
2025-09-11 08:03:35+00:00,235.77.101.218,157.135.71.90,CONNECT,502,news.example.net,https://news.example.net/login,/login,allowed,39545,8132
2025-09-11 19:16:35+00:00,106.37.49.149,86.202.7.45,GET,301,news.example.net,https://news.example.net/login,/login,allowed,33443,61912
2025-09-11 17:27:35+00:00,201.214.244.16,239.177.178.173,POST,302,news.example.net,https://news.example.net/api/v1/items,/api/v1/items,blocked,5868,86743
2025-09-11 11:32:35+00:00,129.124.95.128,198.87.118.85,GET,400,example.com,https://example.com/,/,allowed,33455,29377
2025-09-11 17:09:35+00:00,231.250.126.116,171.25.31.2,GET,401,search.example.org,https://search.example.org/,/,allowed,11536,7082
2025-09-11 15:15:35+00:00,232.119.82.9,188.209.106.135,GET,400,example.com,https://example.com/,/,allowed,31226,30902
2025-09-11 19:54:35+00:00,62.72.120.198,73.177.24.238,CONNECT,302,news.example.net,https://news.example.net/search?q=test,/search?q=test,blocked,32786,73813
2025-09-11 22:40:35+00:00,21.250.118.225,241.54.35.18,GET,400,video.example.tv,https://video.example.tv/index.html,/index.html,allowed,41924,43651
2025-09-11 09:54:35+00:00,94.30.107.127,147.23.127.116,POST,301,news.example.net,https://news.example.net/login,/login,blocked,615,64515
2025-09-11 13:20:35+00:00,148.72.236.29,27.200.114.29,POST,200,search.example.org,https://search.example.org/login,/login,allowed,26691,38857
2025-09-11 09:33:35+00:00,80.251.241.169,221.48.208.211,CONNECT,403,example.com,https://example.com/login,/login,blocked,31878,10811
2025-09-11 20:44:35+00:00,103.209.58.232,90.160.39.30,CONNECT,500,news.example.net,https://news.example.net/index.html,/index.html,allowed,13337,34926
2025-09-11 18:06:35+00:00,145.210.148.146,7.168.243.111,POST,200,example.com,https://example.com/login,/login,allowed,4044,49318
2025-09-11 16:27:35+00:00,94.223.216.188,112.99.188.184,POST,401,example.com,https://example.com/search?q=test,/search?q=test,allowed,16861,60684
2025-09-11 11:09:35+00:00,11.20.11.157,223.30.8.245,CONNECT,401,news.example.net,https://news.example.net/,/,blocked,2450,6398
2025-09-11 14:11:35+00:00,16.242.159.247,174.118.144.7,GET,400,search.example.org,https://search.example.org/index.html,/index.html,blocked,26336,73409
2025-09-11 19:43:35+00:00,210.205.235.210,175.104.223.136,GET,502,search.example.org,https://search.example.org/,/,allowed,36321,21678
2025-09-11 17:30:35+00:00,115.75.16.176,239.5.171.2,CONNECT,500,search.example.org,https://search.example.org/api/v1/items,/api/v1/items,blocked,14608,43057
2025-09-11 16:17:35+00:00,208.96.254.225,36.80.19.232,POST,301,video.example.tv,https://video.example.tv/search?q=test,/search?q=test,blocked,34319,64839
2025-09-11 23:53:35+00:00,229.168.6.177,52.245.132.185,POST,404,news.example.net,https://news.example.net/search?q=test,/search?q=test,allowed,9171,73123
2025-09-11 13:10:35+00:00,55.176.245.50,33.46.129.241,CONNECT,401,news.example.net,https://news.example.net/index.html,/index.html,blocked,49535,51898
2025-09-11 21:09:35+00:00,150.146.114.21,12.131.182.25,CONNECT,404,example.com,https://example.com/search?q=test,/search?q=test,allowed,9714,14639
2025-09-11 08:07:35+00:00,173.174.187.1,251.236.3.144,GET,400,news.example.net,https://news.example.net/index.html,/index.html,blocked,8007,70019
2025-09-11 14:23:35+00:00,70.212.71.151,17.31.140.90,GET,200,search.example.org,https://search.example.org/login,/login,allowed,22582,34535
2025-09-11 11:24:35+00:00,129.78.45.219,58.5.34.42,CONNECT,500,news.example.net,https://news.example.net/login,/login,allowed,31871,90709
2025-09-11 11:39:35+00:00,245.112.201.161,153.130.126.25,POST,401,video.example.tv,https://video.example.tv/search?q=test,/search?q=test,blocked,10473,80610
2025-09-11 21:39:35+00:00,53.123.164.65,19.151.139.125,CONNECT,200,news.example.net,https://news.example.net/api/v1/items,/api/v1/items,allowed,12120,24475
2025-09-11 19:11:35+00:00,233.146.68.11,96.240.104.139,POST,403,video.example.tv,https://video.example.tv/,/,allowed,45582,33153
2025-09-11 15:51:35+00:00,82.140.34.85,65.201.110.121,POST,302,search.example.org,https://search.example.org/search?q=test,/search?q=test,allowed,40649,49273
2025-09-11 23:57:35+00:00,134.49.145.3,246.114.82.229,GET,404,search.example.org,https://search.example.org/api/v1/items,/api/v1/items,allowed,35717,686
2025-09-11 23:43:35+00:00,171.82.117.226,128.116.160.57,GET,302,example.com,https://example.com/index.html,/index.html,blocked,3424,38097
2025-09-11 21:23:35+00:00,152.117.232.3,211.21.187.48,POST,502,search.example.org,https://search.example.org/index.html,/index.html,allowed,42156,15419
2025-09-11 14:31:35+00:00,140.51.104.97,107.145.72.164,GET,404,search.example.org,https://search.example.org/index.html,/index.html,blocked,33376,49285
2025-09-11 15:15:35+00:00,80.224.228.40,139.54.23.129,CONNECT,502,video.example.tv,https://video.example.tv/search?q=test,/search?q=test,blocked,7229,52209
2025-09-11 09:01:35+00:00,40.40.181.244,227.55.217.14,CONNECT,401,video.example.tv,https://video.example.tv/search?q=test,/search?q=test,blocked,26387,4863
2025-09-11 15:43:35+00:00,130.184.196.120,176.15.183.30,POST,400,search.example.org,https://search.example.org/,/,blocked,17672,2846
2025-09-11 21:42:35+00:00,207.109.129.87,142.236.195.106,POST,500,example.com,https://example.com/api/v1/items,/api/v1/items,blocked,15226,96217
2025-09-11 20:56:35+00:00,252.34.223.249,215.243.190.49,POST,502,search.example.org,https://search.example.org/login,/login,allowed,29553,96634
2025-09-11 19:45:35+00:00,37.90.12.83,156.176.100.53,GET,200,news.example.net,https://news.example.net/login,/login,blocked,10432,55647
2025-09-11 22:18:35+00:00,187.243.39.89,236.152.163.46,GET,200,example.com,https://example.com/search?q=test,/search?q=test,blocked,22678,12772
2025-09-11 09:26:35+00:00,106.143.42.217,215.84.230.31,POST,302,example.com,https://example.com/api/v1/items,/api/v1/items,allowed,2856,40731
2025-09-11 09:27:35+00:00,210.5.56.231,226.12.171.171,CONNECT,403,example.com,https://example.com/login,/login,allowed,32925,15604
2025-09-11 18:54:35+00:00,185.67.223.35,235.59.89.21,CONNECT,502,search.example.org,https://search.example.org/search?q=test,/search?q=test,allowed,46471,21083
2025-09-11 12:28:35+00:00,225.74.126.120,167.152.239.48,POST,404,news.example.net,https://news.example.net/login,/login,allowed,40579,88145
2025-09-11 13:02:35+00:00,47.68.94.144,238.13.43.61,CONNECT,400,video.example.tv,https://video.example.tv/search?q=test,/search?q=test,allowed,2009,66648
2025-09-11 22:41:35+00:00,251.100.94.140,97.45.179.233,CONNECT,400,example.com,https://example.com/search?q=test,/search?q=test,allowed,17109,73737
2025-09-11 17:37:35+00:00,158.130.52.12,152.39.38.20,GET,400,news.example.net,https://news.example.net/index.html,/index.html,blocked,2100,33266
2025-09-11 22:53:35+00:00,56.166.132.105,249.5.128.43,CONNECT,401,video.example.tv,https://video.example.tv/,/,allowed,2385,53860
2025-09-11 18:33:35+00:00,245.230.129.226,24.85.59.6,GET,400,example.com,https://example.com/search?q=test,/search?q=test,allowed,13393,50874
2025-09-11 18:02:35+00:00,41.66.222.227,152.183.184.43,CONNECT,302,news.example.net,https://news.example.net/api/v1/items,/api/v1/items,allowed,16284,30313
2025-09-11 21:38:35+00:00,18.239.47.7,87.68.29.91,GET,502,search.example.org,https://search.example.org/login,/login,allowed,47891,63473
2025-09-11 12:19:35+00:00,13.9.67.84,96.121.178.168,CONNECT,404,video.example.tv,https://video.example.tv/index.html,/index.html,blocked,40637,24000
2025-09-11 17:39:35+00:00,90.223.106.126,237.48.48.71,GET,302,search.example.org,https://search.example.org/api/v1/items,/api/v1/items,blocked,22077,95463
2025-09-11 19:16:35+00:00,235.22.167.254,59.123.14.47,CONNECT,404,search.example.org,https://search.example.org/index.html,/index.html,allowed,25194,64215
2025-09-11 21:35:35+00:00,223.161.243.142,8.19.26.166,CONNECT,502,news.example.net,https://news.example.net/,/,blocked,11559,14962
2025-09-11 14:37:35+00:00,15.157.125.79,201.233.231.199,CONNECT,200,search.example.org,https://search.example.org/,/,allowed,42464,20302
2025-09-11 21:53:35+00:00,80.245.131.155,206.103.86.112,GET,502,example.com,https://example.com/,/,blocked,25438,73917
2025-09-11 15:02:35+00:00,64.108.238.14,74.62.141.127,GET,401,example.com,https://example.com/login,/login,allowed,249,70953
2025-09-11 17:48:35+00:00,211.135.61.71,79.8.47.118,POST,403,video.example.tv,https://video.example.tv/,/,blocked,41680,64374
2025-09-11 08:47:35+00:00,179.40.176.20,184.12.143.32,GET,200,news.example.net,https://news.example.net/,/,allowed,35666,64206
2025-09-11 12:32:35+00:00,177.104.142.199,237.116.235.3,CONNECT,404,example.com,https://example.com/search?q=test,/search?q=test,blocked,28271,66860
2025-09-11 20:23:35+00:00,237.7.44.65,46.6.234.203,GET,302,example.com,https://example.com/,/,blocked,30389,49317
2025-09-11 11:50:35+00:00,111.218.87.146,32.64.26.22,GET,301,video.example.tv,https://video.example.tv/search?q=test,/search?q=test,blocked,8430,21780
2025-09-11 07:46:35+00:00,179.252.68.216,130.117.101.95,POST,502,search.example.org,https://search.example.org/login,/login,allowed,24450,96656
2025-09-11 12:54:35+00:00,109.141.251.75,89.17.161.38,GET,401,example.com,https://example.com/,/,allowed,11512,29090
2025-09-11 19:14:35+00:00,114.110.44.31,220.2.186.145,CONNECT,403,video.example.tv,https://video.example.tv/index.html,/index.html,allowed,11978,93911
2025-09-11 11:47:35+00:00,177.108.125.39,150.77.35.115,CONNECT,301,video.example.tv,https://video.example.tv/search?q=test,/search?q=test,allowed,28217,27916
2025-09-11 19:27:35+00:00,49.44.203.138,103.249.66.43,POST,200,news.example.net,https://news.example.net/index.html,/index.html,blocked,26810,36624
2025-09-11 17:26:35+00:00,248.112.170.98,211.80.153.34,CONNECT,200,example.com,https://example.com/index.html,/index.html,blocked,3855,25221
2025-09-11 19:18:35+00:00,204.8.72.218,129.232.244.181,CONNECT,403,video.example.tv,https://video.example.tv/,/,allowed,17375,15461
2025-09-11 18:47:35+00:00,124.21.209.129,11.216.24.36,CONNECT,200,news.example.net,https://news.example.net/search?q=test,/search?q=test,blocked,13688,31689
2025-09-11 17:20:35+00:00,24.5.139.13,128.92.10.248,CONNECT,403,news.example.net,https://news.example.net/login,/login,allowed,43214,27843
2025-09-11 20:24:35+00:00,156.178.113.29,111.101.87.83,GET,404,video.example.tv,https://video.example.tv/,/,allowed,7838,71649
2025-09-11 18:54:35+00:00,202.9.47.94,162.150.204.142,POST,403,search.example.org,https://search.example.org/api/v1/items,/api/v1/items,blocked,20700,37440
2025-09-11 23:00:35+00:00,70.204.143.190,97.53.128.73,POST,200,search.example.org,https://search.example.org/api/v1/items,/api/v1/items,allowed,42236,2237
2025-09-11 15:51:35+00:00,123.13.110.69,243.170.67.13,CONNECT,500,example.com,https://example.com/search?q=test,/search?q=test,allowed,42051,22858
2025-09-11 16:51:35+00:00,206.33.38.227,194.251.222.53,POST,403,example.com,https://example.com/login,/login,allowed,36178,74122
2025-09-11 16:11:35+00:00,140.83.105.7,184.238.105.249,CONNECT,401,search.example.org,https://search.example.org/search?q=test,/search?q=test,blocked,49606,53270
2025-09-11 14:25:35+00:00,194.239.192.193,13.113.97.219,CONNECT,200,news.example.net,https://news.example.net/,/,blocked,43754,75849
2025-09-11 14:31:35+00:00,133.207.167.155,22.162.166.156,CONNECT,404,example.com,https://example.com/index.html,/index.html,allowed,10698,2443
2025-09-11 22:28:35+00:00,63.33.228.130,118.116.83.194,POST,401,example.com,https://example.com/api/v1/items,/api/v1/items,blocked,2556,2140
2025-09-11 18:35:35+00:00,210.207.245.228,158.80.206.70,CONNECT,200,news.example.net,https://news.example.net/api/v1/items,/api/v1/items,allowed,15060,2948
2025-09-11 15:05:35+00:00,116.34.83.205,52.64.167.192,GET,401,video.example.tv,https://video.example.tv/search?q=test,/search?q=test,blocked,2951,60153
2025-09-11 19:45:35+00:00,210.178.37.140,180.89.74.12,POST,200,example.com,https://example.com/index.html,/index.html,allowed,26534,98439
2025-09-11 15:37:35+00:00,233.197.242.13,129.88.177.40,GET,403,example.com,https://example.com/index.html,/index.html,blocked,17059,44405
2025-09-11 23:42:35+00:00,184.104.146.74,218.24.68.239,POST,500,video.example.tv,https://video.example.tv/login,/login,allowed,22395,81237
2025-09-11 21:10:35+00:00,167.16.247.32,152.192.154.83,GET,404,search.example.org,https://search.example.org/index.html,/index.html,allowed,18269,91868
2025-09-11 13:40:35+00:00,136.33.158.54,14.7.190.125,GET,500,search.example.org,https://search.example.org/api/v1/items,/api/v1/items,allowed,15832,66300
2025-09-11 20:38:35+00:00,127.129.11.66,200.209.199.239,POST,502,example.com,https://example.com/api/v1/items,/api/v1/items,allowed,22691,82700
2025-09-11 21:09:35+00:00,90.202.34.150,44.95.132.48,POST,301,video.example.tv,https://video.example.tv/login,/login,blocked,35907,972
2025-09-11 09:34:35+00:00,92.226.71.124,157.148.245.130,POST,401,search.example.org,https://search.example.org/,/,allowed,35804,89017
2025-09-11 19:42:35+00:00,172.132.228.232,58.86.170.143,CONNECT,502,search.example.org,https://search.example.org/,/,blocked,18587,83221
2025-09-11 21:19:35+00:00,195.93.161.65,237.158.46.129,POST,404,video.example.tv,https://video.example.tv/search?q=test,/search?q=test,blocked,43991,44537
2025-09-11 18:20:35+00:00,193.92.190.53,177.98.235.3,GET,401,search.example.org,https://search.example.org/api/v1/items,/api/v1/items,blocked,49308,39921
2025-09-11 19:43:35+00:00,156.73.36.128,221.95.59.120,GET,500,video.example.tv,https://video.example.tv/api/v1/items,/api/v1/items,allowed,10990,52068
2025-09-11 17:58:35+00:00,116.38.66.80,71.146.244.122,CONNECT,301,video.example.tv,https://video.example.tv/index.html,/index.html,allowed,10520,49601
2025-09-11 11:53:35+00:00,156.161.186.119,30.83.130.8,CONNECT,403,example.com,https://example.com/,/,allowed,5559,91029
2025-09-11 14:37:35+00:00,122.87.4.207,199.195.209.148,GET,500,news.example.net,https://news.example.net/login,/login,allowed,23434,95938
2025-09-11 21:22:35+00:00,77.238.79.61,196.152.68.72,POST,302,example.com,https://example.com/login,/login,blocked,26239,22978
2025-09-11 15:58:35+00:00,209.94.190.95,188.41.221.130,CONNECT,500,example.com,https://example.com/index.html,/index.html,allowed,30250,83751
2025-09-11 12:31:35+00:00,96.190.199.82,12.44.53.22,GET,500,video.example.tv,https://video.example.tv/search?q=test,/search?q=test,blocked,46591,35580
2025-09-11 18:50:35+00:00,28.222.233.250,100.85.56.30,GET,404,news.example.net,https://news.example.net/,/,blocked,22798,50068
2025-09-11 21:12:35+00:00,192.253.216.144,160.162.243.53,CONNECT,502,search.example.org,https://search.example.org/index.html,/index.html,allowed,4593,16668
2025-09-11 21:41:35+00:00,191.207.62.43,122.21.67.228,POST,302,search.example.org,https://search.example.org/login,/login,blocked,949,63257
2025-09-11 08:45:35+00:00,169.34.59.212,75.233.195.34,GET,404,video.example.tv,https://video.example.tv/index.html,/index.html,blocked,5089,2283
